TICKER,PER,DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOL
RI.IMOEX,D,20190103,000000,2369.2000000,2387.2100000,2350.4100000,2375.6000000,23065788705
RI.IMOEX,D,20190104,000000,2379.5800000,2406.5000000,2379.5800000,2406.5000000,19959820960
RI.IMOEX,D,20190108,000000,2397.7700000,2403.6600000,2375.0100000,2389.6900000,26939659761
RI.IMOEX,D,20190109,000000,2393.5500000,2414.1300000,2393.5500000,2414.1300000,36438416186
RI.IMOEX,D,20190110,000000,2409.7000000,2434.1500000,2398.1600000,2434.1500000,34451721995
RI.IMOEX,D,20190111,000000,2436.5800000,2448.1700000,2430.4500000,2444.4500000,36424668133
RI.IMOEX,D,20190114,000000,2434.2600000,2440.1500000,2418.6500000,2440.1500000,23439359445
RI.IMOEX,D,20190115,000000,2442.2600000,2457.3500000,2423.8600000,2439.5500000,33635616939
RI.IMOEX,D,20190116,000000,2440.4700000,2446.1300000,2426.8000000,2434.6000000,32907264250
RI.IMOEX,D,20190117,000000,2437.9900000,2447.6400000,2425.5100000,2447.6400000,37213378398
RI.IMOEX,D,20190118,000000,2454.1900000,2473.6100000,2451.6500000,2473.6100000,37820541643
RI.IMOEX,D,20190121,000000,2475.6900000,2481.8800000,2468.1800000,2468.2500000,26991302001
RI.IMOEX,D,20190122,000000,2464.1600000,2469.8700000,2454.1900000,2468.7300000,33716589106
RI.IMOEX,D,20190123,000000,2467.7800000,2493.0600000,2466.5900000,2491.4900000,39470414561
RI.IMOEX,D,20190124,000000,2487.6500000,2494.0900000,2470.3000000,2482.7100000,49338802888
RI.IMOEX,D,20190125,000000,2486.6800000,2498.2300000,2482.9900000,2498.2300000,33976676965
RI.IMOEX,D,20190128,000000,2499.5400000,2502.7300000,2467.5000000,2476.8100000,33484046715
RI.IMOEX,D,20190129,000000,2477.0800000,2501.6900000,2464.2500000,2498.3500000,36139908091
RI.IMOEX,D,20190130,000000,2495.5800000,2513.7700000,2492.5200000,2511.8600000,37518582254
RI.IMOEX,D,20190131,000000,2525.0600000,2536.2800000,2515.8600000,2521.1000000,49213875975
RI.IMOEX,D,20190201,000000,2518.6700000,2531.5100000,2512.7600000,2521.7000000,35065274603
RI.IMOEX,D,20190204,000000,2523.0400000,2537.4700000,2519.7900000,2523.5200000,26735197993
RI.IMOEX,D,20190205,000000,2527.3800000,2549.6200000,2523.7800000,2547.2700000,31797859136
RI.IMOEX,D,20190206,000000,2548.2800000,2551.9700000,2533.9200000,2539.7300000,29001686984
RI.IMOEX,D,20190207,000000,2533.1800000,2540.4500000,2506.6000000,2509.8900000,38004832275
RI.IMOEX,D,20190208,000000,2502.8800000,2511.2100000,2495.0000000,2502.8200000,29567612063
RI.IMOEX,D,20190211,000000,2503.7600000,2521.8200000,2503.7600000,2510.2200000,29342767885
RI.IMOEX,D,20190212,000000,2513.7000000,2535.6600000,2511.8200000,2533.3200000,35489709407
RI.IMOEX,D,20190213,000000,2533.7800000,2535.9600000,2483.8100000,2485.7600000,47947396767
RI.IMOEX,D,20190214,000000,2460.7000000,2475.5000000,2448.4100000,2460.8200000,67123856506
RI.IMOEX,D,20190215,000000,2468.2700000,2490.1600000,2468.2700000,2490.1600000,39844301018
RI.IMOEX,D,20190218,000000,2489.9600000,2494.4300000,2456.0100000,2472.4100000,34132355469
RI.IMOEX,D,20190219,000000,2471.6600000,2480.2900000,2450.1700000,2458.5500000,32660348400
RI.IMOEX,D,20190220,000000,2465.6700000,2487.8200000,2465.6700000,2487.8200000,36870678117
RI.IMOEX,D,20190221,000000,2488.4400000,2494.0500000,2462.9200000,2470.2300000,34041725238
RI.IMOEX,D,20190222,000000,2470.7500000,2490.6700000,2468.1400000,2488.6300000,25275826319
RI.IMOEX,D,20190225,000000,2491.9800000,2506.9400000,2481.7300000,2494.6300000,35735569766
RI.IMOEX,D,20190226,000000,2483.5700000,2494.0200000,2470.3500000,2494.0200000,31084467579
RI.IMOEX,D,20190227,000000,2495.5200000,2502.5900000,2479.4400000,2490.6500000,32322738220
RI.IMOEX,D,20190228,000000,2489.6000000,2490.5700000,2468.0600000,2485.2700000,39629723474
RI.IMOEX,D,20190301,000000,2489.6000000,2494.8900000,2476.3500000,2478.0100000,28260360891
RI.IMOEX,D,20190304,000000,2480.0800000,2483.2700000,2469.5000000,2473.7900000,24422972573
RI.IMOEX,D,20190305,000000,2468.9500000,2473.7600000,2458.0700000,2466.2300000,29496259851
RI.IMOEX,D,20190306,000000,2470.6900000,2497.0800000,2470.6900000,2494.0400000,33571749209
RI.IMOEX,D,20190307,000000,2491.8300000,2492.6100000,2473.3100000,2476.6400000,30847186081
RI.IMOEX,D,20190311,000000,2471.9300000,2474.5400000,2459.7800000,2465.9400000,32602490875
RI.IMOEX,D,20190312,000000,2470.1000000,2479.4000000,2461.2600000,2468.2500000,28723043709
RI.IMOEX,D,20190313,000000,2460.1400000,2470.6100000,2452.0900000,2470.6100000,43732949435
RI.IMOEX,D,20190314,000000,2470.1800000,2475.8500000,2454.7400000,2457.7900000,33427534320
RI.IMOEX,D,20190315,000000,2461.2000000,2476.7300000,2457.3600000,2476.7300000,26077556505
RI.IMOEX,D,20190318,000000,2474.2700000,2488.5000000,2467.4500000,2483.7000000,32457707513
RI.IMOEX,D,20190319,000000,2488.9500000,2497.1800000,2484.4800000,2493.2800000,31439073560
RI.IMOEX,D,20190320,000000,2493.3700000,2504.2300000,2484.2700000,2504.2300000,35444167458
RI.IMOEX,D,20190321,000000,2506.4200000,2514.7200000,2497.9900000,2507.8100000,48940206032
RI.IMOEX,D,20190322,000000,2507.9600000,2509.9600000,2486.0100000,2492.7000000,31444798853
RI.IMOEX,D,20190325,000000,2482.5400000,2499.4100000,2473.7600000,2497.5900000,45183821470
RI.IMOEX,D,20190326,000000,2498.5500000,2520.0200000,2492.3600000,2512.6300000,39676577286
