TICKER,PER,DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOL
AFKS,D,20190103,000000,8.0010000,8.0490000,7.9610000,8.0430000,4068700
AFKS,D,20190104,000000,8.0410000,8.2400000,8.0220000,8.2400000,5784700
AFKS,D,20190108,000000,8.2450000,8.2700000,8.1600000,8.1820000,4753800
AFKS,D,20190109,000000,8.2070000,8.3480000,8.1840000,8.3010000,8995100
AFKS,D,20190110,000000,8.3020000,8.3550000,8.2000000,8.3260000,7497300
AFKS,D,20190111,000000,8.3190000,8.4650000,8.2700000,8.4420000,9623100
AFKS,D,20190114,000000,8.4000000,8.4770000,8.3570000,8.4400000,9140800
AFKS,D,20190115,000000,8.4690000,8.5690000,8.4160000,8.4910000,9363800
AFKS,D,20190116,000000,8.5000000,8.5000000,8.4020000,8.5000000,6442900
AFKS,D,20190117,000000,8.5020000,8.8800000,8.5020000,8.7530000,23273900
AFKS,D,20190118,000000,8.8070000,9.2360000,8.7570000,9.1000000,47000100
AFKS,D,20190121,000000,9.1020000,9.6890000,9.0350000,9.5100000,62970800
AFKS,D,20190122,000000,9.6000000,9.8440000,9.5000000,9.5550000,53525200
AFKS,D,20190123,000000,9.5250000,9.7000000,9.5010000,9.5470000,17140900
AFKS,D,20190124,000000,9.5400000,9.6190000,9.1570000,9.2550000,27408000
AFKS,D,20190125,000000,9.3290000,9.5990000,9.0240000,9.5350000,51204500
AFKS,D,20190128,000000,9.5590000,9.7380000,9.3950000,9.5050000,17500300
AFKS,D,20190129,000000,9.5170000,9.6280000,9.3620000,9.5490000,14889800
AFKS,D,20190130,000000,9.5550000,9.6120000,9.4620000,9.5500000,12047300
AFKS,D,20190131,000000,9.5960000,9.6500000,9.4980000,9.6100000,20020500
AFKS,D,20190201,000000,9.6090000,9.6280000,9.5020000,9.5320000,11886100
AFKS,D,20190204,000000,9.5320000,9.7130000,9.5110000,9.6370000,9698000
AFKS,D,20190205,000000,9.6330000,9.9680000,9.5070000,9.9500000,39469200
AFKS,D,20190206,000000,9.9600000,10.2800000,9.8800000,9.9000000,66266800
AFKS,D,20190207,000000,9.8920000,10.0500000,9.4040000,9.6400000,53815000
AFKS,D,20190208,000000,9.6080000,9.8430000,9.3150000,9.5400000,37490400
AFKS,D,20190211,000000,9.5390000,9.7990000,9.4750000,9.7000000,19725200
AFKS,D,20190212,000000,9.6820000,9.8360000,9.5720000,9.8100000,19934500
AFKS,D,20190213,000000,9.8550000,10.0180000,9.6500000,9.8000000,22476700
AFKS,D,20190214,000000,9.6580000,9.7220000,9.3460000,9.4180000,33446200
AFKS,D,20190215,000000,9.4200000,9.7190000,9.4190000,9.7050000,17707200
AFKS,D,20190218,000000,9.7500000,9.8000000,9.5200000,9.7010000,10823200
AFKS,D,20190219,000000,9.6970000,9.9500000,9.5640000,9.6500000,32600500
AFKS,D,20190220,000000,9.7050000,9.8390000,9.6710000,9.8050000,17107000
AFKS,D,20190221,000000,9.8000000,9.8910000,9.7290000,9.8020000,16287000
AFKS,D,20190222,000000,9.8050000,9.8700000,9.7160000,9.7400000,14165500
AFKS,D,20190225,000000,9.7660000,9.8360000,9.6400000,9.6850000,11348900
AFKS,D,20190226,000000,9.6700000,9.7700000,9.5800000,9.7700000,12531700
AFKS,D,20190227,000000,9.8000000,9.8000000,9.5700000,9.6400000,10219700
AFKS,D,20190228,000000,9.6390000,10.0280000,9.4850000,9.9190000,48563700
AFKS,D,20190301,000000,9.9430000,9.9430000,9.7730000,9.9010000,13591400
AFKS,D,20190304,000000,9.8670000,9.9500000,9.8530000,9.9000000,10249800
AFKS,D,20190305,000000,9.9400000,9.9900000,9.7600000,9.8350000,14556400
AFKS,D,20190306,000000,9.8570000,9.9160000,9.8000000,9.8920000,6287900
AFKS,D,20190307,000000,9.7120000,9.9500000,9.7000000,9.8300000,11295800
AFKS,D,20190311,000000,9.8090000,9.8790000,9.7560000,9.8120000,7430600
AFKS,D,20190312,000000,9.8410000,9.9400000,9.8280000,9.9100000,10483700
AFKS,D,20190313,000000,9.9100000,9.9200000,9.8310000,9.9100000,7628600
AFKS,D,20190314,000000,9.9090000,9.9100000,9.8500000,9.8500000,4674100
